Season,DayNum,TeamID,OppID,Loc
2022,140,1108,1125,N
2022,140,1108,1140,N
2022,140,1108,1156,N
2022,140,1108,1160,N
2022,140,1108,1173,N
2022,140,1108,1196,N
2022,140,1108,1233,N
2022,140,1108,1253,N
2022,140,1108,1280,N
2022,140,1108,1283,N
2022,140,1108,1311,N
2022,140,1108,1317,N
2022,140,1108,1320,N
2022,140,1108,1328,N
2022,140,1108,1332,A
2022,140,1108,1343,A
2022,140,1108,1365,N
2022,140,1108,1374,N
2022,140,1108,1382,N
2022,140,1108,1387,N
2022,140,1108,1401,A
2022,140,1108,1402,N
2022,140,1108,1405,N
2022,140,1108,1406,A
2022,140,1108,1429,A
2022,140,1108,1433,A
2022,140,1108,1435,N
2022,140,1108,1438,N
2022,140,1108,1448,A
2022,140,1108,1450,N
2022,140,1108,1462,N
2022,140,1125,1140,N
2022,140,1125,1156,H
2022,140,1125,1160,N
2022,140,1125,1173,A
2022,140,1125,1196,A
2022,140,1125,1233,H
2022,140,1125,1253,N
2022,140,1125,1280,N
2022,140,1125,1283,N
2022,140,1125,1311,N
2022,140,1125,1317,N
2022,140,1125,1320,N
2022,140,1125,1328,N
2022,140,1125,1332,N
2022,140,1125,1343,N
2022,140,1125,1365,N
2022,140,1125,1374,N
2022,140,1125,1382,N
2022,140,1125,1387,N
2022,140,1125,1401,N
2022,140,1125,1402,N
2022,140,1125,1405,H
2022,140,1125,1406,N
2022,140,1125,1429,N
2022,140,1125,1433,N
2022,140,1125,1435,A
2022,140,1125,1438,N
2022,140,1125,1448,N
2022,140,1125,1450,N
2022,140,1125,1462,A
2022,140,1140,1156,N
2022,140,1140,1160,N
2022,140,1140,1173,N
2022,140,1140,1196,N
2022,140,1140,1233,N
2022,140,1140,1253,H
2022,140,1140,1280,N
2022,140,1140,1283,N
2022,140,1140,1311,H
2022,140,1140,1317,N
2022,140,1140,1320,H
2022,140,1140,1328,N
2022,140,1140,1332,N
2022,140,1140,1343,N
2022,140,1140,1365,H
2022,140,1140,1374,A
2022,140,1140,1382,N
2022,140,1140,1387,H
2022,140,1140,1401,N
2022,140,1140,1402,N
2022,140,1140,1405,N
2022,140,1140,1406,N
2022,140,1140,1429,N
2022,140,1140,1433,N
2022,140,1140,1435,N
2022,140,1140,1438,N
2022,140,1140,1448,N
2022,140,1140,1450,H
2022,140,1140,1462,N
2022,140,1156,1160,N
2022,140,1156,1173,A
2022,140,1156,1196,A
2022,140,1156,1233,A
2022,140,1156,1253,N
2022,140,1156,1280,N
2022,140,1156,1283,N
2022,140,1156,1311,N
2022,140,1156,1317,N
2022,140,1156,1320,N
2022,140,1156,1328,N
2022,140,1156,1332,N
2022,140,1156,1343,N
2022,140,1156,1365,N
2022,140,1156,1374,N
2022,140,1156,1382,N
2022,140,1156,1387,N
2022,140,1156,1401,N
2022,140,1156,1402,N
2022,140,1156,1405,H
2022,140,1156,1406,N
2022,140,1156,1429,N
2022,140,1156,1433,N
2022,140,1156,1435,A
2022,140,1156,1438,N
2022,140,1156,1448,N
2022,140,1156,1450,N
2022,140,1156,1462,A
2022,140,1160,1173,N
2022,140,1160,1196,N
2022,140,1160,1233,N
2022,140,1160,1253,N
2022,140,1160,1283,H
2022,140,1160,1311,N
2022,140,1160,1317,A
2022,140,1160,1320,N
2022,140,1160,1328,A
2022,140,1160,1332,N
2022,140,1160,1343,N
2022,140,1160,1365,N
2022,140,1160,1374,N
2022,140,1160,1382,H
2022,140,1160,1387,N
2022,140,1160,1401,N
2022,140,1160,1402,H
2022,140,1160,1405,N
2022,140,1160,1406,N
2022,140,1160,1429,N
2022,140,1160,1433,N
2022,140,1160,1435,N
2022,140,1160,1438,H
2022,140,1160,1448,N
2022,140,1160,1450,N
2022,140,1160,1462,N
2022,140,1173,1196,H
2022,140,1173,1233,H
2022,140,1173,1253,N
2022,140,1173,1280,N
2022,140,1173,1283,N
2022,140,1173,1311,N
2022,140,1173,1317,N
2022,140,1173,1320,N
2022,140,1173,1328,N
2022,140,1173,1332,N
2022,140,1173,1343,N
2022,140,1173,1365,N
2022,140,1173,1374,N
2022,140,1173,1382,N
2022,140,1173,1387,N
2022,140,1173,1401,N
2022,140,1173,1402,N
2022,140,1173,1406,N
2022,140,1173,1429,N
2022,140,1173,1433,N
2022,140,1173,1435,H
2022,140,1173,1438,N
2022,140,1173,1448,N
2022,140,1173,1450,N
2022,140,1173,1462,H
2022,140,1196,1233,H
2022,140,1196,1253,N
2022,140,1196,1280,N
2022,140,1196,1283,N
2022,140,1196,1311,N
2022,140,1196,1317,N
2022,140,1196,1320,N
2022,140,1196,1328,N
2022,140,1196,1332,N
2022,140,1196,1343,N
2022,140,1196,1365,N
2022,140,1196,1374,N
2022,140,1196,1382,N
2022,140,1196,1387,N
2022,140,1196,1401,N
2022,140,1196,1402,N
2022,140,1196,1405,H
2022,140,1196,1406,N
2022,140,1196,1429,N
2022,140,1196,1433,N
2022,140,1196,1435,H
2022,140,1196,1438,N
2022,140,1196,1448,N
2022,140,1196,1450,N
2022,140,1196,1462,A
2022,140,1233,1253,N
2022,140,1233,1280,N
2022,140,1233,1283,N
2022,140,1233,1311,N
2022,140,1233,1317,N
2022,140,1233,1320,N
2022,140,1233,1328,N
2022,140,1233,1332,N
2022,140,1233,1343,N
2022,140,1233,1365,N
2022,140,1233,1374,N
2022,140,1233,1382,N
2022,140,1233,1387,N
2022,140,1233,1401,N
2022,140,1233,1402,N
2022,140,1233,1405,H
2022,140,1233,1406,N
2022,140,1233,1429,N
2022,140,1233,1433,N
2022,140,1233,1435,A
2022,140,1233,1438,N
2022,140,1233,1448,N
2022,140,1233,1450,N
2022,140,1233,1462,A
2022,140,1253,1280,N
2022,140,1253,1283,N
2022,140,1253,1311,H
2022,140,1253,1317,N
2022,140,1253,1320,A
2022,140,1253,1328,N
2022,140,1253,1332,N
2022,140,1253,1343,N
2022,140,1253,1365,A
2022,140,1253,1374,A
2022,140,1253,1382,N
2022,140,1253,1387,A
2022,140,1253,1401,N
2022,140,1253,1402,N
2022,140,1253,1405,N
2022,140,1253,1406,N
2022,140,1253,1429,N
2022,140,1253,1433,N
2022,140,1253,1435,N
2022,140,1253,1438,N
2022,140,1253,1448,N
2022,140,1253,1450,A
2022,140,1253,1462,N
2022,140,1280,1311,N
2022,140,1280,1317,A
2022,140,1280,1320,N
2022,140,1280,1328,A
2022,140,1280,1332,N
2022,140,1280,1343,N
2022,140,1280,1365,N
2022,140,1280,1374,N
2022,140,1280,1387,N
2022,140,1280,1401,N
2022,140,1280,1405,N
2022,140,1280,1406,N
2022,140,1280,1429,N
2022,140,1280,1433,N
2022,140,1280,1435,N
2022,140,1280,1448,N
2022,140,1280,1450,N
2022,140,1280,1462,N
2022,140,1283,1311,N
2022,140,1283,1317,A
2022,140,1283,1320,N
2022,140,1283,1328,A
2022,140,1283,1332,N
2022,140,1283,1343,N
2022,140,1283,1365,N
2022,140,1283,1374,N
2022,140,1283,1382,A
2022,140,1283,1387,N
2022,140,1283,1401,N
2022,140,1283,1402,A
2022,140,1283,1405,N
2022,140,1283,1406,N
2022,140,1283,1429,N
2022,140,1283,1433,N
2022,140,1283,1435,N
2022,140,1283,1438,A
2022,140,1283,1448,N
2022,140,1283,1450,N
2022,140,1283,1462,N
2022,140,1311,1317,N
2022,140,1311,1320,A
2022,140,1311,1328,N
2022,140,1311,1332,N
2022,140,1311,1343,N
2022,140,1311,1365,A
2022,140,1311,1374,A
2022,140,1311,1382,N
2022,140,1311,1387,A
2022,140,1311,1401,N
2022,140,1311,1402,N
2022,140,1311,1405,N
2022,140,1311,1406,N
2022,140,1311,1429,N
2022,140,1311,1433,N
2022,140,1311,1435,N
2022,140,1311,1438,N
2022,140,1311,1448,N
2022,140,1311,1450,A
2022,140,1311,1462,N
2022,140,1317,1320,N
2022,140,1317,1328,A
2022,140,1317,1332,N
2022,140,1317,1343,N
2022,140,1317,1365,N
2022,140,1317,1374,N
2022,140,1317,1382,H
2022,140,1317,1387,N
2022,140,1317,1401,N
2022,140,1317,1402,H
2022,140,1317,1405,N
2022,140,1317,1406,N
2022,140,1317,1429,N
2022,140,1317,1433,N
2022,140,1317,1435,N
2022,140,1317,1438,H
2022,140,1317,1448,N
2022,140,1317,1450,N
2022,140,1317,1462,N
2022,140,1320,1328,N
2022,140,1320,1332,N
2022,140,1320,1343,N
2022,140,1320,1365,A
2022,140,1320,1374,A
2022,140,1320,1382,N
2022,140,1320,1387,A
2022,140,1320,1401,N
2022,140,1320,1402,N
2022,140,1320,1405,N
2022,140,1320,1406,N
2022,140,1320,1429,N
2022,140,1320,1433,N
2022,140,1320,1435,N
2022,140,1320,1438,N
2022,140,1320,1448,N
2022,140,1320,1450,A
2022,140,1320,1462,N
2022,140,1328,1332,N
2022,140,1328,1343,N
2022,140,1328,1365,N
2022,140,1328,1374,N
2022,140,1328,1382,H
2022,140,1328,1387,N
2022,140,1328,1401,N
2022,140,1328,1402,H
2022,140,1328,1405,N
2022,140,1328,1406,N
2022,140,1328,1429,N
2022,140,1328,1433,N
2022,140,1328,1435,N
2022,140,1328,1438,H
2022,140,1328,1448,N
2022,140,1328,1450,N
2022,140,1328,1462,N
2022,140,1332,1343,H
2022,140,1332,1365,N
2022,140,1332,1374,N
2022,140,1332,1382,N
2022,140,1332,1387,N
2022,140,1332,1401,A
2022,140,1332,1402,N
2022,140,1332,1405,N
2022,140,1332,1406,H
2022,140,1332,1429,A
2022,140,1332,1433,A
2022,140,1332,1435,N
2022,140,1332,1438,N
2022,140,1332,1448,A
2022,140,1332,1450,N
2022,140,1332,1462,N
2022,140,1343,1365,N
2022,140,1343,1374,N
2022,140,1343,1382,N
2022,140,1343,1387,N
2022,140,1343,1401,A
2022,140,1343,1402,N
2022,140,1343,1405,N
2022,140,1343,1406,H
2022,140,1343,1429,A
2022,140,1343,1433,A
2022,140,1343,1435,N
2022,140,1343,1438,N
2022,140,1343,1448,A
2022,140,1343,1450,N
2022,140,1343,1462,N
2022,140,1365,1374,A
2022,140,1365,1382,N
2022,140,1365,1387,A
2022,140,1365,1401,N
2022,140,1365,1402,N
2022,140,1365,1405,N
2022,140,1365,1406,N
2022,140,1365,1429,N
2022,140,1365,1433,N
2022,140,1365,1435,N
2022,140,1365,1438,N
2022,140,1365,1448,N
2022,140,1365,1450,A
2022,140,1365,1462,N
2022,140,1374,1382,N
2022,140,1374,1387,H
2022,140,1374,1401,N
2022,140,1374,1402,N
2022,140,1374,1405,N
2022,140,1374,1406,N
2022,140,1374,1429,N
2022,140,1374,1433,N
2022,140,1374,1435,N
2022,140,1374,1438,N
2022,140,1374,1448,N
2022,140,1374,1450,H
2022,140,1374,1462,N
2022,140,1382,1387,N
2022,140,1382,1401,N
2022,140,1382,1402,H
2022,140,1382,1405,N
2022,140,1382,1406,N
2022,140,1382,1429,N
2022,140,1382,1433,N
2022,140,1382,1435,N
2022,140,1382,1438,H
2022,140,1382,1448,N
2022,140,1382,1450,N
2022,140,1382,1462,N
2022,140,1387,1401,N
2022,140,1387,1402,N
2022,140,1387,1405,N
2022,140,1387,1406,N
2022,140,1387,1429,N
2022,140,1387,1433,N
2022,140,1387,1435,N
2022,140,1387,1438,N
2022,140,1387,1448,N
2022,140,1387,1450,H
2022,140,1387,1462,N
2022,140,1401,1402,N
2022,140,1401,1405,N
2022,140,1401,1406,H
2022,140,1401,1429,H
2022,140,1401,1433,H
2022,140,1401,1435,N
2022,140,1401,1438,N
2022,140,1401,1448,H
2022,140,1401,1450,N
2022,140,1401,1462,N
2022,140,1402,1405,N
2022,140,1402,1406,N
2022,140,1402,1429,N
2022,140,1402,1433,N
2022,140,1402,1435,N
2022,140,1402,1438,A
2022,140,1402,1448,N
2022,140,1402,1450,N
2022,140,1402,1462,N
2022,140,1405,1406,N
2022,140,1405,1429,N
2022,140,1405,1433,N
2022,140,1405,1435,A
2022,140,1405,1438,N
2022,140,1405,1448,N
2022,140,1405,1450,N
2022,140,1405,1462,A
2022,140,1406,1429,A
2022,140,1406,1433,A
2022,140,1406,1435,N
2022,140,1406,1438,N
2022,140,1406,1448,A
2022,140,1406,1450,N
2022,140,1406,1462,N
2022,140,1429,1433,A
2022,140,1429,1435,N
2022,140,1429,1438,N
2022,140,1429,1448,A
2022,140,1429,1450,N
2022,140,1429,1462,N
2022,140,1433,1435,N
2022,140,1433,1438,N
2022,140,1433,1448,A
2022,140,1433,1450,N
2022,140,1433,1462,N
2022,140,1435,1438,N
2022,140,1435,1448,N
2022,140,1435,1450,N
2022,140,1435,1462,A
2022,140,1438,1448,N
2022,140,1438,1450,N
2022,140,1438,1462,N
2022,140,1448,1450,N
2022,140,1448,1462,N
2022,140,1450,1462,N
